,loss,min_data_in_leaf,num_leaves,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,train_time
398,3.27372983958096,11,56,0.65,0.778,1.7482869688410172,3.6382233145510576,1.1470847390592098
85,3.2741899394237266,29,53,0.888,0.166,3.7088918054834914,2.118186531005578,1.82274059811607
396,3.275066036643337,7,52,0.7,0.951,0.9726526783181072,7.040081836311646,0.9386473649647088
486,3.2754299580023467,2,49,0.845,0.8059999999999999,3.438452881957928,1.7749393957909725,1.0127279318403453
175,3.2757862724675118,9,57,0.5329999999999999,0.696,1.6686825934860328,0.4865706745468354,0.9808949939906596
84,3.276021773541604,24,62,0.76,0.645,2.927443563113381,2.4198199279607926,1.1062366089317948
301,3.2776118174240985,6,62,0.659,0.88,1.8800986576083016,3.12054294936734,1.0995231759734452
300,3.2786990587544405,9,60,0.716,0.7909999999999999,2.185328933446449,5.399498606909387,1.0923609151504934
341,3.279144686250861,7,58,0.655,0.932,2.310021207695072,2.988101366930398,1.0059321350418031
410,3.279264969628794,7,55,0.688,0.882,1.5826834644223826,1.6691029357703588,4.171875855885446
425,3.279548854620532,7,56,0.65,0.893,1.50071395884282,1.1738474816584974,1.5103539139963686
216,3.2800144497198813,2,55,0.511,0.88,0.5332884090013197,9.560126655880447,0.951843512011692
426,3.2801628067135513,35,54,0.7170000000000001,0.8009999999999999,0.2931054600907168,3.2564476800611435,0.9027932321187108
113,3.2806450632930497,13,29,0.8370000000000001,0.7709999999999999,1.1322831027038385,2.7353417919403182,0.9585647850763052
